Mod:Item:MetaData, Localized Name
forestry:fences.vanilla.fireproof.0:0, Cerca de carvalho (À Prova de Fogo)
forestry:fences.vanilla.fireproof.0:1, Cerca de pinheiro (À Prova de Fogo)
forestry:fences.vanilla.fireproof.0:2, Cerca de eucalipto (À Prova de Fogo)
forestry:fences.vanilla.fireproof.0:3, Cerca de madeira da selva (À Prova de Fogo)
forestry:fences.vanilla.fireproof.0:4, Cerca de acácia (À Prova de Fogo)
forestry:fences.vanilla.fireproof.0:5, Cerca de carvalho escuro (À Prova de Fogo)
forestry:fence.gates.larch:0, Larício Fence Gate
forestry:fence.gates.fireproof.larch:0, Larício Fence Gate (À Prova de Fogo)
forestry:fence.gates.teak:0, Teca Fence Gate
forestry:fence.gates.fireproof.teak:0, Teca Fence Gate (À Prova de Fogo)
forestry:fence.gates.acacia:0, Acacia Fence Gate
forestry:fence.gates.fireproof.acacia:0, Acacia Fence Gate (À Prova de Fogo)
forestry:fence.gates.lime:0, Lima Fence Gate
forestry:fence.gates.fireproof.lime:0, Lima Fence Gate (À Prova de Fogo)
forestry:fence.gates.chestnut:0, Castanha Fence Gate
forestry:fence.gates.fireproof.chestnut:0, Castanha Fence Gate (À Prova de Fogo)
forestry:fence.gates.wenge:0, Wengué Fence Gate
forestry:fence.gates.fireproof.wenge:0, Wengué Fence Gate (À Prova de Fogo)
forestry:fence.gates.baobab:0, Baobá Fence Gate
forestry:fence.gates.fireproof.baobab:0, Baobá Fence Gate (À Prova de Fogo)
forestry:fence.gates.sequoia:0, Sequóia Fence Gate
forestry:fence.gates.fireproof.sequoia:0, Sequóia Fence Gate (À Prova de Fogo)
forestry:fence.gates.kapok:0, Sumaúma Fence Gate
forestry:fence.gates.fireproof.kapok:0, Sumaúma Fence Gate (À Prova de Fogo)
forestry:fence.gates.ebony:0, Ébano Fence Gate
forestry:fence.gates.fireproof.ebony:0, Ébano Fence Gate (À Prova de Fogo)
forestry:fence.gates.mahogany:0, Mógno Fence Gate
forestry:fence.gates.fireproof.mahogany:0, Mógno Fence Gate (À Prova de Fogo)
forestry:fence.gates.balsa:0, Balsa Fence Gate
forestry:fence.gates.fireproof.balsa:0, Balsa Fence Gate (À Prova de Fogo)
forestry:fence.gates.willow:0, Salgueiro Fence Gate
forestry:fence.gates.fireproof.willow:0, Salgueiro Fence Gate (À Prova de Fogo)
forestry:fence.gates.walnut:0, Nogueira Fence Gate
forestry:fence.gates.fireproof.walnut:0, Nogueira Fence Gate (À Prova de Fogo)
forestry:fence.gates.greenheart:0, Coração-Verde Fence Gate
forestry:fence.gates.fireproof.greenheart:0, Coração-Verde Fence Gate (À Prova de Fogo)
forestry:fence.gates.cherry:0, Cereja Fence Gate
forestry:fence.gates.fireproof.cherry:0, Cereja Fence Gate (À Prova de Fogo)
forestry:fence.gates.mahoe:0, Pau-de-Sebo Fence Gate
forestry:fence.gates.fireproof.mahoe:0, Pau-de-Sebo Fence Gate (À Prova de Fogo)
forestry:fence.gates.poplar:0, Álamo Fence Gate
forestry:fence.gates.fireproof.poplar:0, Álamo Fence Gate (À Prova de Fogo)
forestry:fence.gates.palm:0, Palmeira Fence Gate
forestry:fence.gates.fireproof.palm:0, Palmeira Fence Gate (À Prova de Fogo)
forestry:fence.gates.papaya:0, Mamão Fence Gate
forestry:fence.gates.fireproof.papaya:0, Mamão Fence Gate (À Prova de Fogo)
forestry:fence.gates.pine:0, Pinho Fence Gate
forestry:fence.gates.fireproof.pine:0, Pinho Fence Gate (À Prova de Fogo)
forestry:fence.gates.plum:0, Ameixa Fence Gate
forestry:fence.gates.fireproof.plum:0, Ameixa Fence Gate (À Prova de Fogo)
forestry:fence.gates.maple:0, Bordo Fence Gate
forestry:fence.gates.fireproof.maple:0, Bordo Fence Gate (À Prova de Fogo)
forestry:fence.gates.citrus:0, Citros Fence Gate
forestry:fence.gates.fireproof.citrus:0, Citros Fence Gate (À Prova de Fogo)
forestry:fence.gates.giganteum:0, Sequóia Gigante Fence Gate
forestry:fence.gates.fireproof.giganteum:0, Sequóia Gigante Fence Gate (À Prova de Fogo)
forestry:fence.gates.ipe:0, Ipê Fence Gate
forestry:fence.gates.fireproof.ipe:0, Ipê Fence Gate (À Prova de Fogo)
forestry:fence.gates.padauk:0, Pau-Brasil Fence Gate
forestry:fence.gates.fireproof.padauk:0, Pau-Brasil Fence Gate (À Prova de Fogo)
forestry:fence.gates.cocobolo:0, Cocobolo Fence Gate
forestry:fence.gates.fireproof.cocobolo:0, Cocobolo Fence Gate (À Prova de Fogo)
forestry:fence.gates.zebrawood:0, Zebrano Fence Gate
forestry:fence.gates.fireproof.zebrawood:0, Zebrano Fence Gate (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.oak:0, Portão de carvalho (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.spruce:0, Portão de pinheiro (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.birch:0, Portão de eucalipto (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.jungle:0, Portão de madeira da selva (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.acacia:0, Portão de acácia (À Prova de Fogo)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Portão de carvalho escuro (À Prova de Fogo)
forestry:stairs.larch:0, Escadas de Madeira de Larício
forestry:stairs.teak:0, Escadas de Madeira de Teca
forestry:stairs.acacia:0, Escadas de Madeira de Acacia
forestry:stairs.lime:0, Escadas de Madeira de Lima
forestry:stairs.chestnut:0, Escadas de Madeira de Castanha
forestry:stairs.wenge:0, Escadas de Madeira de Wengué
forestry:stairs.baobab:0, Escadas de Madeira de Baobá
forestry:stairs.sequoia:0, Escadas de Madeira de Sequóia
forestry:stairs.kapok:0, Escadas de Madeira de Sumaúma
forestry:stairs.ebony:0, Escadas de Madeira de Ébano
forestry:stairs.mahogany:0, Escadas de Madeira de Mógno
forestry:stairs.balsa:0, Escadas de Madeira de Balsa
forestry:stairs.willow:0, Escadas de Madeira de Salgueiro
forestry:stairs.walnut:0, Escadas de Madeira de Nogueira
forestry:stairs.greenheart:0, Escadas de Madeira de Coração-Verde
forestry:stairs.cherry:0, Escadas de Madeira de Cereja
forestry:stairs.mahoe:0, Escadas de Madeira de Pau-de-Sebo
forestry:stairs.poplar:0, Escadas de Madeira de Álamo
forestry:stairs.palm:0, Escadas de Madeira de Palmeira
forestry:stairs.papaya:0, Escadas de Madeira de Mamão
forestry:stairs.pine:0, Escadas de Madeira de Pinho
forestry:stairs.plum:0, Escadas de Madeira de Ameixa
forestry:stairs.maple:0, Escadas de Madeira de Bordo
forestry:stairs.citrus:0, Escadas de Madeira de Citros
forestry:stairs.giganteum:0, Escadas de Madeira de Sequóia Gigante
forestry:stairs.ipe:0, Escadas de Madeira de Ipê
forestry:stairs.padauk:0, Escadas de Madeira de Pau-Brasil
forestry:stairs.cocobolo:0, Escadas de Madeira de Cocobolo
forestry:stairs.zebrawood:0, Escadas de Madeira de Zebrano
forestry:stairs.fireproof.larch:0, Escadas de Madeira de Larício (À Prova de Fogo)
forestry:stairs.fireproof.teak:0, Escadas de Madeira de Teca (À Prova de Fogo)
forestry:stairs.fireproof.acacia:0, Escadas de Madeira de Acacia (À Prova de Fogo)
forestry:stairs.fireproof.lime:0, Escadas de Madeira de Lima (À Prova de Fogo)
forestry:stairs.fireproof.chestnut:0, Escadas de Madeira de Castanha (À Prova de Fogo)
forestry:stairs.fireproof.wenge:0, Escadas de Madeira de Wengué (À Prova de Fogo)
forestry:stairs.fireproof.baobab:0, Escadas de Madeira de Baobá (À Prova de Fogo)
forestry:stairs.fireproof.sequoia:0, Escadas de Madeira de Sequóia (À Prova de Fogo)
forestry:stairs.fireproof.kapok:0, Escadas de Madeira de Sumaúma (À Prova de Fogo)
forestry:stairs.fireproof.ebony:0, Escadas de Madeira de Ébano (À Prova de Fogo)
forestry:stairs.fireproof.mahogany:0, Escadas de Madeira de Mógno (À Prova de Fogo)
forestry:stairs.fireproof.balsa:0, Escadas de Madeira de Balsa (À Prova de Fogo)
forestry:stairs.fireproof.willow:0, Escadas de Madeira de Salgueiro (À Prova de Fogo)
forestry:stairs.fireproof.walnut:0, Escadas de Madeira de Nogueira (À Prova de Fogo)
forestry:stairs.fireproof.greenheart:0, Escadas de Madeira de Coração-Verde (À Prova de Fogo)
forestry:stairs.fireproof.cherry:0, Escadas de Madeira de Cereja (À Prova de Fogo)
forestry:stairs.fireproof.mahoe:0, Escadas de Madeira de Pau-de-Sebo (À Prova de Fogo)
forestry:stairs.fireproof.poplar:0, Escadas de Madeira de Álamo (À Prova de Fogo)
forestry:stairs.fireproof.palm:0, Escadas de Madeira de Palmeira (À Prova de Fogo)
forestry:stairs.fireproof.papaya:0, Escadas de Madeira de Mamão (À Prova de Fogo)
forestry:stairs.fireproof.pine:0, Escadas de Madeira de Pinho (À Prova de Fogo)
forestry:stairs.fireproof.plum:0, Escadas de Madeira de Ameixa (À Prova de Fogo)
forestry:stairs.fireproof.maple:0, Escadas de Madeira de Bordo (À Prova de Fogo)
forestry:stairs.fireproof.citrus:0, Escadas de Madeira de Citros (À Prova de Fogo)
forestry:stairs.fireproof.giganteum:0, Escadas de Madeira de Sequóia Gigante (À Prova de Fogo)
forestry:stairs.fireproof.ipe:0, Escadas de Madeira de Ipê (À Prova de Fogo)
forestry:stairs.fireproof.padauk:0, Escadas de Madeira de Pau-Brasil (À Prova de Fogo)
forestry:stairs.fireproof.cocobolo:0, Escadas de Madeira de Cocobolo (À Prova de Fogo)
forestry:stairs.fireproof.zebrawood:0, Escadas de Madeira de Zebrano (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.oak:0, Escadas de carvalho (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.spruce:0, Escadas de pinheiro (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.birch:0, Escadas de eucalipto (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.jungle:0, Escadas de madeira da selva (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.acacia:0, Escadas de acácia (À Prova de Fogo)
forestry:stairs.vanilla.fireproof.dark_oak:0, Escadas de carvalho escuro (À Prova de Fogo)
forestry:doors.larch:0, Larício Door
forestry:doors.teak:0, Teca Door
forestry:doors.acacia:0, Acacia Door
forestry:doors.lime:0, Lima Door
forestry:doors.chestnut:0, Castanha Door
forestry:doors.wenge:0, Wengué Door
forestry:doors.baobab:0, Baobá Door
forestry:doors.sequoia:0, Sequóia Door
forestry:doors.kapok:0, Sumaúma Door
forestry:doors.ebony:0, Ébano Door
forestry:doors.mahogany:0, Mógno Door
forestry:doors.balsa:0, Balsa Door
forestry:doors.willow:0, Salgueiro Door
forestry:doors.walnut:0, Nogueira Door
forestry:doors.greenheart:0, Coração-Verde Door
forestry:doors.cherry:0, Cereja Door
forestry:doors.mahoe:0, Pau-de-Sebo Door
forestry:doors.poplar:0, Álamo Door
forestry:doors.palm:0, Palmeira Door
forestry:doors.papaya:0, Mamão Door
forestry:doors.pine:0, Pinho Door
forestry:doors.plum:0, Ameixa Door
forestry:doors.maple:0, Bordo Door
forestry:doors.citrus:0, Citros Door
forestry:doors.giganteum:0, Sequóia Gigante Door
forestry:doors.ipe:0, Ipê Door
forestry:doors.padauk:0, Pau-Brasil Door
forestry:doors.cocobolo:0, Cocobolo Door
forestry:doors.zebrawood:0, Zebrano Door
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Folhas de Carvalho Maçã
forestry:leaves.decorative.0:1, Folhas de Carvalho Escuro
forestry:leaves.decorative.0:2, Folhas de Vidoeiro de Prata
forestry:leaves.decorative.0:3, Folhas de Lima Prateada
forestry:leaves.decorative.0:4, Folhas de Nogueira Comum
forestry:leaves.decorative.0:5, Folhas de Castanha Doce
forestry:leaves.decorative.0:6, Folhas de Cereja do Monte
forestry:leaves.decorative.0:7, Folhas de Limão
forestry:leaves.decorative.0:8, Folhas de Ameixa
forestry:leaves.decorative.0:9, Folhas de Bordo de Açúcar
forestry:leaves.decorative.0:10, Folhas de Abeto Vermelho
forestry:leaves.decorative.0:11, Folhas de Lariço Mundano
forestry:leaves.decorative.0:12, Folhas de Pinheiro Touro
forestry:leaves.decorative.0:13, Folhas de Sequóia da Costa
forestry:leaves.decorative.0:14, Folhas de Sequóia Gigante
forestry:leaves.decorative.0:15, Folhas de Selva
forestry:leaves.decorative.1:0, Folhas de Teca
forestry:leaves.decorative.1:1, Folhas de Ipê
forestry:leaves.decorative.1:2, Folhas de Sumaúma
forestry:leaves.decorative.1:3, Folhas de Murta de Ébano
forestry:leaves.decorative.1:4, Folhas de Zebrano
forestry:leaves.decorative.1:5, Folhas de Meranti Amarelo
forestry:leaves.decorative.1:6, Folhas de Acacia
forestry:leaves.decorative.1:7, Folhas de Acacia do Deserto
forestry:leaves.decorative.1:8, Folhas de Pau-Brasil
forestry:leaves.decorative.1:9, Folhas de Balsa
forestry:leaves.decorative.1:10, Folhas de Cocobolo
forestry:leaves.decorative.1:11, Folhas de Wengué
forestry:leaves.decorative.1:12, Folhas de Baobá do Grandidier
forestry:leaves.decorative.1:13, Folhas de Pau-de-Sebo
forestry:leaves.decorative.1:14, Folhas de Salgueiro Branco
forestry:leaves.decorative.1:15, Folhas de Sipiri
forestry:leaves.decorative.2:0, Folhas de Mamão
forestry:leaves.decorative.2:1, Folhas de Tamareira
forestry:leaves.decorative.2:2, Folhas de Álamo
forestry:tree_chest:0, Baú do Arborista
forestry:butterfly_chest:0, Baú do Heteropterologista
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:habitat_former:0, Habitat Former
forestry:habitat_screen, Habitat Screen
forestry:book_forester, Forester's Manual
forestry:genetic_filter:0, Genetic Filter
forestry:arboretum:0, Arboretum (Managed)
forestry:arboretum:1, Arboretum (Manual)
forestry:farm_crops:0, Farm (Managed)
forestry:farm_crops:1, Farm (Manual)
forestry:farm_mushroom:0, Mushroom Farm (Managed)
forestry:farm_mushroom:1, Mushroom Farm (Manual)
forestry:farm_gourd:0, Gourd Farm (Managed)
forestry:farm_gourd:1, Gourd Farm (Manual)
forestry:farm_nether:0, Infernal Farm (Managed)
forestry:farm_nether:1, Infernal Farm (Manual)
forestry:farm_ender:0, Ender Farm (Managed)
forestry:farm_ender:1, Ender Farm (Manual)
forestry:peat_bog:0, Peat Bog (Managed)
forestry:peat_bog:1, Peat Bog (Manual)
forestry:habitat_locator, Localizador de Habitats
forestry:imprinter, Impressora
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Quadro Não Tratado
forestry:frame_impregnated, Quadro Impregnado
forestry:frame_proven, Quadro Comprovado
forestry:honey_drop:0, Gota de Mel
forestry:pollen:0, Conjunto de Pólem
forestry:pollen:1, Conjunto Cristalino de Pólem
forestry:propolis:0, Própolis
forestry:propolis:1, Própolis Viscoso
forestry:propolis:3, Própolis Sedoso
forestry:honeydew, Melaço
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Molde de Cera
forestry:bee_combs:0, Favo de Mel
forestry:bee_combs:2, Favo Cozido
forestry:bee_combs:3, Favo Fibroso
forestry:bee_combs:4, Favo Congelado
forestry:bee_combs:5, Favo Gotejante
forestry:bee_combs:6, Favo Sedoso
forestry:bee_combs:7, Favo Resequido
forestry:bee_combs:15, Favo de Musgo
forestry:bee_combs:16, Favo Suave
forestry:apiarist_helmet, Chapéu do Apicultor
forestry:apiarist_chest, Camisa do Apicultor
forestry:apiarist_legs, Calças do Apicultor
forestry:apiarist_boots, Sapatos do Apicultor
forestry:scoop, Puça
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Vela Apagada
forestry:stump:0, Toco de Vela
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Apiaryum
forestry:alveary.swarmer:0, Enxame
forestry:alveary.fan:0, Apiaryum, Ventilador
forestry:alveary.heater:0, Apiaryum, Aquecedor
forestry:alveary.hygro:0, Apiaryum, Hidroregulador
forestry:alveary.stabiliser:0, Apiaryum, Estabilizador
forestry:alveary.sieve:0, Apiaryum, Peneira
forestry:worktable:0, Mesa de Trabalho
forestry:engine_electrical:0, Motor Elétrico
forestry:engine_generator:0, Bio Gerador
familiarfauna:ff_icon, item.ff_icon.name
familiarfauna:bug_net, Rede de insetos
familiarfauna:bug_habitat, Pote de insetos
familiarfauna:pixie_dust, Pó de fada
familiarfauna:snail_shell, Concha de caracol
familiarfauna:turkey_leg_raw, Perna de peru crua
familiarfauna:turkey_leg_cooked, Perna assada de peru
familiarfauna:venison_raw, Carne de cervo cru
familiarfauna:venison_cooked, Carne de cervo assada
realistictorches:torch_unlit, Tocha Apagada
realistictorches:torch_lit, Tocha Iluminada
realistictorches:torch_smoldering, Tocha Latente
realistictorches:moving_light_source, Fonte de Luz em Movimento
realistictorches:matchbox, Caixa de Fósforo
realistictorches:glowstone_crystal, Cristal de Pedra Luminosa
realistictorches:glowstone_paste, Lodo de Pedra Luminosa
sereneseasons:greenhouse_glass:0, Vidro de estufa
sereneseasons:season_sensor_spring:0, Sensor de estações do ano
sereneseasons:season_sensor_summer:0, Sensor de estações do ano
sereneseasons:season_sensor_autumn:0, Sensor de estações do ano
sereneseasons:season_sensor_winter:0, Sensor de estações do ano
sereneseasons:ss_icon, Ícone do SS
sereneseasons:season_clock, Relógio de estações do ano
thaumcraft:ore_amber, Amber Bearing Stone
thaumcraft:ore_cinnabar, Cinnabar Ore
thaumcraft:ore_quartz, Quartz Ore
thaumcraft:crystal_aer, Air Crystal
thaumcraft:crystal_ignis, Fire Crystal
thaumcraft:crystal_aqua, Water Crystal
thaumcraft:crystal_terra, Earth Crystal
thaumcraft:crystal_ordo, Order Crystal
thaumcraft:crystal_perditio, Entropy Crystal
thaumcraft:crystal_vitium, Flux Crystal
thaumcraft:stone_arcane, Arcane Stone
thaumcraft:stone_arcane_brick, Arcane Stone Brick
thaumcraft:stone_ancient, Ancient Stone
thaumcraft:stone_ancient_tile, Ancient Stone Tile
thaumcraft:stone_ancient_rock, Ancient Rock
thaumcraft:stone_ancient_glyphed, Glyphed Stone
thaumcraft:stone_ancient_doorway, Ancient Barrier
thaumcraft:stone_eldritch_tile, Eldritch Stone
thaumcraft:stone_porous, Porous Stone
thaumcraft:stairs_arcane, Arcane Stone Stairs
thaumcraft:stairs_arcane_brick, Arcane Brick Stairs
thaumcraft:stairs_ancient, Ancient Stone Stairs
thaumcraft:slab_arcane_stone:0, Arcane Stone Slab
thaumcraft:slab_arcane_brick:0, Arcane Brick Slab
thaumcraft:slab_ancient:0, Ancient Stone Slab
thaumcraft:slab_eldritch:0, Eldritch Stone Slab
thaumcraft:sapling_greatwood, Greatwood Sapling
thaumcraft:sapling_silverwood, Silverwood Sapling
thaumcraft:log_greatwood, Greatwood Log
thaumcraft:log_silverwood, Silverwood Log
thaumcraft:leaves_greatwood, Greatwood Leaves
thaumcraft:leaves_silverwood, Silverwood Leaves
thaumcraft:shimmerleaf, Shimmerleaf
thaumcraft:cinderpearl, Cinderpearl
thaumcraft:vishroom, Vishroom
thaumcraft:plank_greatwood, Greatwood Planks
thaumcraft:plank_silverwood, Silverwood Planks
thaumcraft:stairs_greatwood, Greatwood Stairs
thaumcraft:stairs_silverwood, Silverwood Stairs
thaumcraft:slab_greatwood:0, Greatwood Slab
thaumcraft:slab_silverwood:0, Silverwood Slab
thaumcraft:amber_block, Amber Block
thaumcraft:amber_brick, Amber Bricks
thaumcraft:flesh_block, Block of Flesh
thaumcraft:loot_crate_common, Common Crate
thaumcraft:loot_crate_uncommon, Uncommon Crate
thaumcraft:loot_crate_rare, Rare Crate
thaumcraft:loot_urn_common, Common Urn
thaumcraft:loot_urn_uncommon, Uncommon Urn
thaumcraft:loot_urn_rare, Rare Urn
thaumcraft:taint_fibre, Fibrous Taint
thaumcraft:taint_crust, Crusted Taint
thaumcraft:taint_soil, Tainted Soil
thaumcraft:taint_rock, Tainted Rock
thaumcraft:taint_geyser, Taint Geyser
thaumcraft:taint_feature, Swollen Taint
thaumcraft:taint_log, Taintwood Log
thaumcraft:grass_ambient, Ambient Grass Block
thaumcraft:table_wood, Wood Table
thaumcraft:table_stone, Stone Table
thaumcraft:pedestal_arcane, Arcane Pedestal
thaumcraft:pedestal_ancient, Ancient Pedestal
thaumcraft:pedestal_eldritch, Eldritch Pedestal
thaumcraft:metal_brass, Brass Block
thaumcraft:metal_thaumium, Thaumium Block
thaumcraft:metal_void, Void Metal Block
thaumcraft:metal_alchemical, Alchemical Construct
